name,state,lat,lon,formatted_address,types,confidence,source
"City Of Silsbee, TX",Texas,30.3490976,-94.17796240000001,"Silsbee, TX 77656, USA","locality,political",high,google
"City Of Post, TX",Texas,33.1909283,-101.3781941,"Post, TX 79356, USA","locality,political",high,google
"City Of Alpine, TX",Texas,30.3561488,-103.6696958,"Alpine, TX, USA","locality,political",high,google
"City Of Seminole, TX",Texas,32.7189926,-102.6449101,"Seminole, TX 79360, USA","locality,political",high,google
"City Of Ingleside, TX",Texas,27.8778026,-97.211657,"Ingleside, TX, USA","locality,political",high,google
"City Of Edna, TX",Texas,28.9785947,-96.6460877,"Edna, TX 77957, USA","locality,political",high,google
"City Of Perryton, TX",Texas,36.40003129999999,-100.8026505,"Perryton, TX 79070, USA","locality,political",high,google
"City Of Jasper, TX",Texas,30.920823,-93.99688119999999,"Jasper, TX 75951, USA","locality,political",high,google
"City Of Hondo, TX",Texas,29.3474565,-99.14142489999999,"Hondo, TX 78861, USA","locality,political",high,google
"City Of Gilmer, TX",Texas,32.7287472,-94.94243790000002,"Gilmer, TX, USA","locality,political",high,google
"City Of Oak Point, TX",Texas,33.1901194,-96.99167399999999,"Oak Point, TX, USA","locality,political",high,google
"City Of Lago Vista, TX",Texas,30.4601975,-97.98834769999999,"Lago Vista, TX, USA","locality,political",high,google
"City Of Sealy, TX",Texas,29.7807878,-96.1571833,"Sealy, TX 77474, USA","locality,political",high,google
"City Of Lindale, TX",Texas,32.5156971,-95.4093998,"Lindale, TX, USA","locality,political",high,google
"City Of Willis, TX",Texas,30.4249276,-95.47994179999999,"Willis, TX, USA","locality,political",high,google
"City Of Slaton, TX",Texas,33.4373113,-101.6434915,"Slaton, TX 79364, USA","locality,political",high,google
"Town Of White Oak, TX",Texas,32.5279235,-94.86132579999999,"White Oak, TX, USA","locality,political",high,google
"Town Of Lake Dallas, TX",Texas,33.1192875,-97.0255641,"Lake Dallas, TX 75065, USA","locality,political",high,google
"Town Of Sanger, TX",Texas,33.3631705,-97.1739027,"Sanger, TX 76266, USA","locality,political",high,google
"City Of La Feria, TX",Texas,26.1591043,-97.82409299999999,"La Feria, TX 78559, USA","locality,political",high,google
"City Of Bulverde, TX",Texas,29.79793429999999,-98.42289199999999,"Bulverde, TX, USA","locality,political",high,google
"City Of Graham, TX",Texas,33.1070597,-98.589502,"Graham, TX 76450, USA","locality,political",high,google
"City Of Joshua, TX",Texas,32.4615291,-97.3880731,"Joshua, TX, USA","locality,political",high,google
"City Of Roanoke, TX",Texas,33.0040126,-97.2258483,"Roanoke, TX, USA","locality,political",high,google
"City Of Bridgeport, TX",Texas,33.2101155,-97.75475519999999,"Bridgeport, TX 76426, USA","locality,political",high,google
"City Of Pearsall, TX",Texas,28.8921939,-99.095033,"Pearsall, TX 78061, USA","locality,political",high,google
"City Of Muleshoe, TX",Texas,34.2264676,-102.7238263,"Muleshoe, TX 79347, USA","locality,political",high,google
"City Of Prairie View, TX",Texas,30.0932737,-95.9877339,"Prairie View, TX, USA","locality,political",high,google
"City Of Littlefield, TX",Texas,33.9173148,-102.3249022,"Littlefield, TX 79339, USA","locality,political",high,google
"City Of Crystal City, TX",Texas,28.6774795,-99.8281104,"Crystal City, TX 78839, USA","locality,political",high,google
"City Of Port Isabel, TX",Texas,26.0734119,-97.2085844,"Port Isabel, TX, USA","locality,political",high,google
"City Of Willow Park, TX",Texas,32.7626286,-97.6505822,"Willow Park, TX, USA","locality,political",high,google
"City Of Decatur, TX",Texas,33.2342834,-97.5861393,"Decatur, TX 76234, USA","locality,political",high,google
"City Of Everman, TX",Texas,32.630968,-97.28918170000001,"Everman, TX 76140, USA","locality,political",high,google
"City Of Richland Hills, TX",Texas,32.8091672,-97.2316869,"Richland Hills, TX, USA","locality,political",high,google
City of Wake Village,Texas,33.4267911,-94.10630139999999,"Wake Village, TX, USA","locality,political",high,google
"City of Primera, TX",Texas,26.2259079,-97.7580492,"Primera, TX 78552, USA","locality,political",high,google
"City Of Anthony, TX",Texas,31.9992676,-106.6055478,"Anthony, TX 79821, USA","locality,political",high,google
"City Of Navasota, TX",Texas,30.3884788,-96.08821119999999,"Navasota, TX, USA","locality,political",high,google
"City Of Carrizo Springs, TX",Texas,28.5219292,-99.8606107,"Carrizo Springs, TX 78834, USA","locality,political",high,google
"City Of Gonzales, TX",Texas,29.5016257,-97.4524926,"Gonzales, TX 78629, USA","locality,political",high,google
"City Of Krum, TX",Texas,33.2615068,-97.2380725,"Krum, TX 76249, USA","locality,political",high,google
"City Of Marble Falls, TX",Texas,30.5782297,-98.2729184,"Marble Falls, TX 78654, USA","locality,political",high,google
"City Of Commerce, TX",Texas,33.2472808,-95.9114704,"Commerce, TX 75428, USA","locality,political",high,google
"City Of Luling, TX",Texas,29.68050659999999,-97.647498,"Luling, TX 78648, USA","locality,political",high,google
"City Of Sansom Park, TX",Texas,32.80596190000001,-97.4030744,"Sansom Park, TX, USA","locality,political",high,google
"City Of Keene, TX",Texas,32.3968092,-97.3239042,"Keene, TX, USA","locality,political",high,google
"City Of Center, TX",Texas,31.7952962,-94.1802599,"Center, TX 75935, USA","locality,political",high,google
"City Of Carthage, TX",Texas,32.1573841,-94.3374199,"Carthage, TX 75633, USA","locality,political",high,google
"City of Gun Barrel City, TX",Texas,32.3309699,-96.1515623,"Gun Barrel City, TX, USA","locality,political",high,google
"City Of Kaufman, TX",Texas,32.5890238,-96.3088693,"Kaufman, TX, USA","locality,political",high,google
"City Of Wharton, TX",Texas,29.3116366,-96.1027371,"Wharton, TX 77488, USA","locality,political",high,google
"City Of Lucas, TX",Texas,33.0842854,-96.5766577,"Lucas, TX, USA","locality,political",high,google
"Town Of Livingston, TX",Texas,30.7110216,-94.9330202,"Livingston, TX 77351, USA","locality,political",high,google
"City Of Elsa, TX",Texas,26.2934048,-97.9930588,"Elsa, TX, USA","locality,political",high,google
"City Of Childress, TX",Texas,34.4264529,-100.2040019,"Childress, TX 79201, USA","locality,political",high,google
"City Of Giddings, TX",Texas,30.1827159,-96.93637100000001,"Giddings, TX 78942, USA","locality,political",high,google
"City Of Progreso, TX",Texas,26.0922991,-97.9572242,"Progreso, TX 78596, USA","locality,political",high,google
"City Of Hempstead, TX",Texas,30.0974405,-96.0782918,"Hempstead, TX 77445, USA","locality,political",high,google
"Fannin County, TX",Texas,33.5544296,-96.15269850000001,"Fannin County, TX, USA","administrative_area_level_2,political",high,google
"City Of Haslet, TX",Texas,32.9748469,-97.34779569999999,"Haslet, TX, USA","locality,political",high,google
"City Of Aledo, TX",Texas,32.6959643,-97.6022471,"Aledo, TX 76008, USA","locality,political",high,google
"City Of Josephine, TX",Texas,33.0610411,-96.30949539999999,"Josephine, TX, USA","locality,political",high,google
"City Of Early, TX",Texas,31.742096,-98.94560519999999,"Early, TX 76802, USA","locality,political",high,google
"City of Clear Lake Shores, TX",Texas,29.547452,-95.0321506,"Clear Lake Shores, TX 77565, USA","locality,political",high,google
"Town Of Crandall, TX",Texas,32.6279113,-96.4558196,"Crandall, TX 75114, USA","locality,political",high,google
"City of Jamaica Beach, TX",Texas,29.189684,-94.9796456,"Jamaica Beach, TX 77554, USA","locality,political",high,google
"City Of Elmendorf, TX",Texas,29.2561693,-98.3331345,"Elmendorf, TX, USA","locality,political",high,google
"City Of Gunter, TX",Texas,33.4478881,-96.74749399999999,"Gunter, TX, USA","locality,political",high,google
"City of Kemah, TX",Texas,29.5427297,-95.0204837,"Kemah, TX, USA","locality,political",high,google
"City Of Lavon, TX",Texas,33.0276193,-96.4341524,"Lavon, TX, USA","locality,political",high,google
"City of Nevada, TX",Texas,33.0423409,-96.3738721,"Nevada, TX 75173, USA","locality,political",high,google
"City Of Nassau Bay, TX",Texas,29.5446753,-95.0910413,"Nassau Bay, TX, USA","locality,political",high,google
"City Of Pilot Point, TX",Texas,33.396503,-96.9605608,"Pilot Point, TX, USA","locality,political",high,google
"City of Stinnett, TX",Texas,35.8269841,-101.4429435,"Stinnett, TX 79083, USA","locality,political",high,google
"Town Of Tool, TX",Texas,32.2679247,-96.17025199999999,"Tool, TX 75143, USA","locality,political",high,google
"City Of Port Aransas, TX",Texas,27.8339158,-97.06109939999999,"Port Aransas, TX, USA","locality,political",high,google
"City Of Sweeny, TX",Texas,29.0388615,-95.6985608,"Sweeny, TX 77480, USA","locality,political",high,google
"Town Of Venus, TX",Texas,32.4334742,-97.10250769999999,"Venus, TX, USA","locality,political",high,google
"Town Of Whitesboro, TX",Texas,33.6562183,-96.906948,"Whitesboro, TX 76273, USA","locality,political",high,google
"City Of Fritch, TX",Texas,35.6404433,-101.6025476,"Fritch, TX 79036, USA","locality,political",high,google
"Town of Fulton, TX",Texas,28.0627317,-97.041269,"Fulton, TX, USA","locality,political",high,google
"City Of Wilmer, TX",Texas,32.5971558,-96.6872571,"Wilmer, TX, USA","locality,political",high,google
"Town Of Pantego, TX",Texas,32.7142988,-97.1564001,"Pantego, TX 76013, USA","locality,political",high,google
"Town of Westlake, TX",Texas,32.991235,-97.19501380000001,"Westlake, TX, USA","locality,political",high,google
"City Of Caldwell, TX",Texas,30.5313152,-96.69303029999999,"Caldwell, TX 77836, USA","locality,political",high,google
"City Of Dripping Springs, TX",Texas,30.1902067,-98.0866781,"Dripping Springs, TX, USA","locality,political",high,google
"City Of Kirbyville, TX",Texas,30.658698,-93.89397220000001,"Kirbyville, TX 75956, USA","locality,political",high,google
"City Of Hale Center, TX",Texas,34.0642436,-101.8437866,"Hale Center, TX, USA","locality,political",high,google
"City Of Rio Hondo, TX",Texas,26.2353516,-97.5819319,"Rio Hondo, TX, USA","locality,political",high,google
"City Of Huntington, TX",Texas,31.2776969,-94.5770539,"Huntington, TX 75949, USA","locality,political",high,google
"Town Of Shepherd, TX",Texas,30.4977012,-94.9966213,"Shepherd, TX 77371, USA","locality,political",high,google
"Town Of Whitney, TX",Texas,31.951823,-97.3214012,"Whitney, TX 76692, USA","locality,political",high,google
"City Of Troup, TX",Texas,32.1446035,-95.12050029999999,"Troup, TX 75789, USA","locality,political",high,google
"City Of Leonard, TX",Texas,33.3795549,-96.2474785,"Leonard, TX, USA","locality,political",high,google
"City Of Memphis, TX",Texas,34.7247758,-100.5340144,"Memphis, TX 79245, USA","locality,political",high,google
"City Of Weimar, TX",Texas,29.7027251,-96.78075749999999,"Weimar, TX 78962, USA","locality,political",high,google
"City Of Jarrell, TX",Texas,30.824616,-97.6043608,"Jarrell, TX, USA","locality,political",high,google
"Town Of South Padre Island, TX",Texas,26.1118401,-97.16812569999999,"South Padre Island, TX, USA","locality,political",high,google
"City Of Mason, TX",Texas,30.7487884,-99.230611,"Mason, TX 76856, USA","locality,political",high,google
"Town Of Idalou, TX",Texas,33.6664733,-101.6829424,"Idalou, TX 79329, USA","locality,political",high,google
"Town Of Shiner, TX",Texas,29.4291304,-97.1705425,"Shiner, TX 77984, USA","locality,political",high,google
"City Of Olmos Park, TX",Texas,29.4787307,-98.4878896,"Olmos Park, TX 78212, USA","locality,political",high,google
"City Of Arcola, TX",Texas,29.4960702,-95.4657756,"Arcola, TX, USA","locality,political",high,google
"City Of Kountze, TX",Texas,30.3715975,-94.31241159999999,"Kountze, TX 77625, USA","locality,political",high,google
"City Of Seagraves, TX",Texas,32.9442651,-102.564915,"Seagraves, TX 79359, USA","locality,political",high,google
"City Of George West, TX",Texas,28.3325002,-98.1175054,"George West, TX 78022, USA","locality,political",high,google
"County Of Culberson, TX",Texas,31.347767,-104.4723301,"Culberson County, TX, USA","administrative_area_level_2,political",high,google
"City Of Lyford, TX",Texas,26.4122916,-97.78971759999999,"Lyford, TX 78569, USA","locality,political",high,google
"City Of Malakoff, TX",Texas,32.1695965,-96.0124678,"Malakoff, TX, USA","locality,political",high,google
"City Of Pinehurst, TX",Texas,30.1071543,-93.7746117,"Pinehurst, TX 77630, USA","locality,political",high,google
"Town Of Canadian, TX",Texas,35.91282,-100.3820772,"Canadian, TX 79014, USA","locality,political",high,google
"Town Of Pelican Bay, TX",Texas,32.9209592,-97.51835559999999,"Pelican Bay, TX 76020, USA","locality,political",high,google
"City Of Odem, TX",Texas,27.9505741,-97.5822172,"Odem, TX 78370, USA","locality,political",high,google
"City Of East Bernard, TX",Texas,29.5310744,-96.0710696,"East Bernard, TX 77435, USA","locality,political",high,google
"Town Of St Hedwig, TX",Texas,29.4154294,-98.2078099,"St Hedwig, TX, USA","locality,political",high,google
"City Of Quanah, TX",Texas,34.297855,-99.74037179999999,"Quanah, TX 79252, USA","locality,political",high,google
"City Of Ranger, TX",Texas,32.4698522,-98.6789477,"Ranger, TX 76470, USA","locality,political",high,google
"City Of Dalworthington Gardens, TX",Texas,32.7029102,-97.155289,"Dalworthington Gardens, TX, USA","locality,political",high,google
"City Of De Leon, TX",Texas,32.1109743,-98.5358825,"De Leon, TX 76444, USA","locality,political",high,google
"City Of Electra, TX",Texas,34.0292588,-98.91895749999999,"Electra, TX 76360, USA","locality,political",high,google
"City Of Overton, TX",Texas,32.2745983,-94.9785515,"Overton, TX, USA","locality,political",high,google
"City Of Caddo Mills, TX",Texas,33.064166,-96.2284132,"Caddo Mills, TX, USA","locality,political",high,google
"City Of Montgomery, TX",Texas,30.3882613,-95.69633549999999,"Montgomery, TX, USA","locality,political",high,google
"Town Of Panhandle, TX",Texas,35.3456038,-101.3804447,"Panhandle, TX 79068, USA","locality,political",high,google
"Village Of Hedwig, TX",Texas,29.7809441,-95.5212311,"Hedwig Village, TX, USA","locality,political",high,google
"City Of Anson, TX",Texas,32.7565042,-99.89620699999999,"Anson, TX 79501, USA","locality,political",high,google
"City Of Combine, TX",Texas,32.5884683,-96.5085994,"Combine, TX 75159, USA","locality,political",high,google
"City Of Nixon, TX",Texas,29.267464,-97.76444289999999,"Nixon, TX 78140, USA","locality,political",high,google
"City Of Winters, TX",Texas,31.9565343,-99.96231300000001,"Winters, TX 79567, USA","locality,political",high,google
"City Of Blue Mound, TX",Texas,32.8565166,-97.3389061,"Blue Mound, TX 76131, USA","locality,political",high,google
"City Of Jonestown, TX",Texas,30.4954748,-97.9233468,"Jonestown, TX, USA","locality,political",high,google
"City Of Trinity, TX",Texas,30.9463502,-95.3733874,"Trinity, TX 75862, USA","locality,political",high,google
"Town Of Palmer, TX",Texas,32.431252,-96.66776999999999,"Palmer, TX 75152, USA","locality,political",high,google
"City Of Merkel, TX",Texas,32.4706777,-100.0128739,"Merkel, TX 79536, USA","locality,political",high,google
"City Of Sonora, TX",Texas,30.5668484,-100.6434273,"Sonora, TX 76950, USA","locality,political",high,google
"City Of Troy, TX",Texas,31.2068421,-97.3027824,"Troy, TX, USA","locality,political",high,google
"Town Of Freer, TX",Texas,27.8827965,-98.6177929,"Freer, TX, USA","locality,political",high,google
"Town Of Mount Vernon, TX",Texas,33.1887271,-95.2213321,"Mt Vernon, TX 75457, USA","locality,political",high,google
"City Of Junction, TX",Texas,30.4893555,-99.7720109,"Junction, TX 76849, USA","locality,political",high,google
"City Of Hudson Oaks, TX",Texas,32.7587889,-97.70706659999999,"Hudson Oaks, TX 76087, USA","locality,political",high,google
"City Of Daingerfield, TX",Texas,33.031793,-94.7218731,"Daingerfield, TX 75638, USA","locality,political",high,google
"City Of El Cenizo, TX",Texas,27.3321558,-99.5037134,"El Cenizo, TX 78046, USA","locality,political",high,google
"City Of Hooks, TX",Texas,33.4662328,-94.2885306,"Hooks, TX 75561, USA","locality,political",high,google
"County Of Cochran, TX",Texas,33.5643803,-102.8975098,"Cochran County, TX, USA","administrative_area_level_2,political",high,google
"Village Of The Hills, TX",Texas,30.3479797,-97.9850117,"The Hills, TX 78738, USA","locality,political",high,google
"Village Of Panorama, TX",Texas,30.3810404,-95.4935526,"Panorama Village, TX, USA","locality,political",high,google
"City Of West, TX",Texas,31.8023057,-97.0909551,"West, TX 76691, USA","locality,political",high,google
"City Of Seymour, TX",Texas,33.5942608,-99.26035309999999,"Seymour, TX 76380, USA","locality,political",high,google
"Town Of Talty, TX",Texas,32.6831869,-96.385539,"Talty, TX, USA","locality,political",high,google
"City Of Palmhurst, TX",Texas,26.2584053,-98.3180711,"Palmhurst, TX, USA","locality,political",high,google
"City Of Escobares, TX",Texas,26.4106186,-98.9625293,"Escobares, TX, USA","locality,political",high,google
"Village Of Westworth Village, TX",Texas,32.7604796,-97.4246158,"Westworth Village, TX, USA","locality,political",high,google
"City Of Hallettsville, TX",Texas,29.4438528,-96.9410929,"Hallettsville, TX 77964, USA","locality,political",high,google
"City Of Balcones Heights, TX",Texas,29.489263,-98.5506185,"Balcones Heights, TX, USA","locality,political",high,google
"City Of Edcouch, TX",Texas,26.2939604,-97.96055740000001,"Edcouch, TX 78538, USA","locality,political",high,google
"City Of La Villa, TX",Texas,26.2986827,-97.92861169999999,"La Villa, TX, USA","locality,political",high,google
"City Of Van, TX",Texas,32.5248605,-95.63718390000001,"Van, TX 75790, USA","locality,political",high,google
"Town Of Refugio, TX",Texas,28.3052838,-97.2752704,"Refugio, TX 78377, USA","locality,political",high,google
"Town Of Waller, TX",Texas,30.0566085,-95.9268986,"Waller, TX, USA","locality,political",high,google
"Village Of Vinton, TX",Texas,31.9512135,-106.6024915,"Vinton, TX, USA","locality,political",high,google
"City Of Clarksville, TX",Texas,32.5295896,-94.9029937,"Clarksville City, TX, USA","locality,political",high,google
"County Of Sherman, TX",Texas,36.2643429,-101.9804613,"Sherman County, TX, USA","administrative_area_level_2,political",high,google
"City Of Taft, TX",Texas,27.9789074,-97.3986041,"Taft, TX 78390, USA","locality,political",high,google
"City Of Abernathy, TX",Texas,33.8323038,-101.8429491,"Abernathy, TX 79311, USA","locality,political",high,google
"County Of Real, TX",Texas,29.8851459,-99.8124935,"Real County, TX, USA","administrative_area_level_2,political",high,google
"City Of Brazoria, TX",Texas,29.0444147,-95.5691126,"Brazoria, TX 77422, USA","locality,political",high,google
"County Of Hall, TX",Texas,34.4793521,-100.7097867,"Hall County, TX, USA","administrative_area_level_2,political",high,google
"Town Of Rancho Viejo, TX",Texas,26.0395222,-97.5563763,"Rancho Viejo, TX, USA","locality,political",high,google
"Town Of Shady Shores, TX",Texas,33.1651199,-97.02945319999999,"Shady Shores, TX 76208, USA","locality,political",high,google
"City Of Glen Rose, TX",Texas,32.2346721,-97.7554986,"Glen Rose, TX, USA","locality,political",high,google
"Town Of Ferris, TX",Texas,32.5340262,-96.6655488,"Ferris, TX, USA","locality,political",high,google
"City Of Big Lake, TX",Texas,31.1915437,-101.4603945,"Big Lake, TX 76932, USA","locality,political",high,google
"City Of Hamilton, TX",Texas,31.7037655,-98.1239231,"Hamilton, TX 76531, USA","locality,political",high,google
"Village Of Wimberley, TX",Texas,29.9974362,-98.0986204,"Wimberley, TX 78676, USA","locality,political",high,google
"City Of Fairfield, TX",Texas,31.7246128,-96.1652481,"Fairfield, TX, USA","locality,political",high,google
"City Of Poteet, TX",Texas,29.0405241,-98.5680739,"Poteet, TX 78065, USA","locality,political",high,google
"County Of Lipscomb, TX",Texas,36.2333711,-100.2709665,"Lipscomb, TX 79056, USA","locality,political",high,google
"City Of Shallowater, TX",Texas,33.68897280000001,-101.9982275,"Shallowater, TX 79363, USA","locality,political",high,google
"City Of Lytle, TX",Texas,29.2350605,-98.791471,"Lytle, TX 78052, USA","locality,political",high,google
"County Of Crockett, TX",Texas,30.5977955,-101.1617356,"Crockett County, TX, USA","administrative_area_level_2,political",high,google
"Village Of Piney Point, TX",Texas,29.759951,-95.5171646,"Piney Point Village, TX, USA","locality,political",high,google
"Town Of Hackberry, TX",Texas,33.1523417,-96.9177821,"Hackberry, TX 75036, USA","locality,political",high,google
"City Of Winnsboro, TX",Texas,32.9573449,-95.29022239999999,"Winnsboro, TX 75494, USA","locality,political",high,google
"Town Of Chandler, TX",Texas,32.3079269,-95.479957,"Chandler, TX, USA","locality,political",high,google
"City Of Stamford, TX",Texas,32.9453874,-99.8028709,"Stamford, TX, USA","locality,political",high,google
"Town Of Spearman, TX",Texas,36.1983665,-101.1923795,"Spearman, TX 79081, USA","locality,political",high,google
"City Of Reno, TX",Texas,32.9442916,-97.57724619999999,"Reno, TX, USA","locality,political",high,google
"Town Of Henrietta, TX",Texas,33.8173224,-98.1953221,"Henrietta, TX 76365, USA","locality,political",high,google
"City Of Decordova, TX",Texas,32.4298614,-97.6950267,"DeCordova, TX 76049, USA","locality,political",high,google
"Town Of Hollywood Park, TX",Texas,29.5958078,-98.4823206,"Hollywood Park, TX 78232, USA","locality,political",high,google
"County Of Kinney, TX",Texas,29.2934865,-100.3497895,"Kinney County, TX, USA","administrative_area_level_2,political",high,google
"City Of Onalaska, TX",Texas,30.814491,-95.10330379999999,"Onalaska, TX 77360, USA","locality,political",high,google
"Town Of Annetta, TX",Texas,32.709297,-97.6761384,"Annetta, TX 76008, USA","locality,political",high,google
"City Of San Saba, TX",Texas,31.19583339999999,-98.718443,"San Saba, TX 76877, USA","locality,political",high,google
"City Of Grand Saline, TX",Texas,32.6734636,-95.70940689999999,"Grand Saline, TX 75140, USA","locality,political",high,google
"City Of Bishop, TX",Texas,27.5861441,-97.7991636,"Bishop, TX 78343, USA","locality,political",high,google
"City Of Castroville, TX",Texas,29.3557903,-98.8786387,"Castroville, TX, USA","locality,political",high,google
"City Of Olney, TX",Texas,33.370663,-98.7528394,"Olney, TX 76374, USA","locality,political",high,google
"City Of El Lago, TX",Texas,29.5732685,-95.0429558,"El Lago, TX 77586, USA","locality,political",high,google
"Town Of Combes, TX",Texas,26.2486851,-97.73388159999999,"Combes, TX, USA","locality,political",high,google
"City Of Oak Ridge North, TX",Texas,30.1571758,-95.44611479999999,"Oak Ridge North, TX, USA","locality,political",high,google
"City Of Cactus, TX",Texas,36.0511916,-102.0026845,"Cactus, TX, USA","locality,political",high,google
"City Of Haskell, TX",Texas,33.1576031,-99.7337014,"Haskell, TX 79521, USA","locality,political",high,google
"City Of Nocona, TX",Texas,33.7867684,-97.7258626,"Nocona, TX 76255, USA","locality,political",high,google
"Town Of Double Oak, TX",Texas,33.065122,-97.1105669,"Double Oak, TX, USA","locality,political",high,google
"Town Of Needville, TX",Texas,29.3994101,-95.8377297,"Needville, TX 77461, USA","locality,political",high,google
"County Of Hudspeth, TX",Texas,31.5707433,-105.5943388,"Hudspeth County, TX, USA","administrative_area_level_2,political",high,google
"City Of Dilley, TX",Texas,28.6674802,-99.1705887,"Dilley, TX 78017, USA","locality,political",high,google
"City Of Presidio, TX",Texas,29.5607383,-104.3721465,"Presidio, TX 79845, USA","locality,political",high,google
"County Of Coke, TX",Texas,31.82776629999999,-100.5296115,"Coke County, TX, USA","administrative_area_level_2,political",high,google
"County Of Sutton, TX",Texas,30.5598827,-100.5296115,"Sutton County, TX, USA","administrative_area_level_2,political",high,google
"County Of Concho, TX",Texas,31.3431641,-99.8124935,"Concho County, TX, USA","administrative_area_level_2,political",high,google
"City Of Llano, TX",Texas,30.75934519999999,-98.67503789999999,"Llano, TX 78643, USA","locality,political",high,google
"City Of West Lake Hills, TX",Texas,30.2979843,-97.8019515,"West Lake Hills, TX 78746, USA","locality,political",high,google
"City Of Springtown, TX",Texas,32.9659566,-97.68363839999999,"Springtown, TX 76082, USA","locality,political",high,google
"City Of Dublin, TX",Texas,32.085143,-98.3419882,"Dublin, TX 76446, USA","locality,political",high,google
"County Of Knox, TX",Texas,33.6734243,-99.8124935,"Knox County, TX, USA","administrative_area_level_2,political",high,google
"City Of Teague, TX",Texas,31.6271145,-96.28386200000001,"Teague, TX 75860, USA","locality,political",high,google
"City Of West Orange, TX",Texas,30.0821548,-93.7582223,"West Orange, TX 77630, USA","locality,political",high,google
"County Of Baylor, TX",Texas,33.5373926,-99.2785583,"Baylor County, TX, USA","administrative_area_level_2,political",high,google
"City Of Clifton, TX",Texas,31.78237979999999,-97.5766862,"Clifton, TX 76634, USA","locality,political",high,google
"City Of Eagle Lake, TX",Texas,29.5896836,-96.3335769,"Eagle Lake, TX 77434, USA","locality,political",high,google
"County Of Shackelford, TX",Texas,32.8242297,-99.2785583,"Shackelford County, TX, USA","administrative_area_level_2,political",high,google
"City Of Crane, TX",Texas,31.3973624,-102.3501419,"Crane, TX 79731, USA","locality,political",high,google
"City Of Beach City, TX",Texas,29.7381591,-94.8442859,"Beach City, TX 77523, USA","locality,political",high,google
"City Of Hideaway, TX",Texas,32.49042,-95.4574571,"Hideaway, TX 75771, USA","locality,political",high,google
"County Of Reagan, TX",Texas,31.2903569,-101.5248055,"Reagan County, TX, USA","administrative_area_level_2,political",high,google
"County Of Upton, TX",Texas,30.0113316,-97.26415709999999,"Upton, TX 78957, USA","locality,political",high,google
"County Of Donley, TX",Texas,34.9875355,-100.8903099,"Donley County, TX, USA","administrative_area_level_2,political",high,google
"City Of Karnes City, TX",Texas,28.8849772,-97.9008355,"Karnes City, TX 78118, USA","locality,political",high,google
"County Of Hemphill, TX",Texas,31.3417042,-93.8479108,"Hemphill, TX 75948, USA","locality,political",high,google
"City Of Ballinger, TX",Texas,31.7382062,-99.9473077,"Ballinger, TX 76821, USA","locality,political",high,google
"County Of Hardeman, TX",Texas,34.2177242,-99.634135,"Hardeman County, TX, USA","administrative_area_level_2,political",high,google
"City Of Columbus, TX",Texas,29.7066232,-96.5396933,"Columbus, TX, USA","locality,political",high,google
"City Of Shavano Park, TX",Texas,29.5847965,-98.5532616,"Shavano Park, TX, USA","locality,political",high,google
"City Of Shenandoah, TX",Texas,30.1802151,-95.45577259999999,"Shenandoah, TX, USA","locality,political",high,google
"Town Of Laguna Vista, TX",Texas,26.1009111,-97.2902543,"Laguna Vista, TX, USA","locality,political",high,google
"Town Of Howe, TX",Texas,33.5087196,-96.61221169999999,"Howe, TX, USA","locality,political",high,google
"City Of West Columbia, TX",Texas,29.1438582,-95.6452249,"West Columbia, TX 77486, USA","locality,political",high,google
"City Of Eastland, TX",Texas,32.4015198,-98.81756229999999,"Eastland, TX 76448, USA","locality,political",high,google
"Village Of Taylor Lake, TX",Texas,29.5752298,-95.05020689999999,"Taylor Lake Village, TX 77586, USA","locality,political",high,google
"City Of Kenedy, TX",Texas,28.8191468,-97.8486123,"Kenedy, TX 78119, USA","locality,political",high,google
"City Of Comanche, TX",Texas,31.8973693,-98.60365809999999,"Comanche, TX 76442, USA","locality,political",high,google
"City Of Wills Point, TX",Texas,32.7092955,-96.0083018,"Wills Point, TX 75169, USA","locality,political",high,google
"City Of Farmersville, TX",Texas,33.1634493,-96.3599821,"Farmersville, TX 75442, USA","locality,political",high,google
"City Of Groesbeck, TX",Texas,31.5243379,-96.5338693,"Groesbeck, TX 76642, USA","locality,political",high,google
"City Of Cisco, TX",Texas,32.38818610000001,-98.97923360000001,"Cisco, TX 76437, USA","locality,political",high,google
"City Of Nash, TX",Texas,33.4423462,-94.130747,"Nash, TX, USA","locality,political",high,google
"City Of Sullivan City, TX",Texas,26.2775706,-98.56363300000001,"Sullivan City, TX 78595, USA","locality,political",high,google
"City Of Coleman, TX",Texas,31.8273679,-99.4264532,"Coleman, TX 76834, USA","locality,political",high,google
"Town Of Clyde, TX",Texas,32.4059605,-99.4936912,"Clyde, TX 79510, USA","locality,political",high,google
"County Of Mason, TX",Texas,30.6556091,-99.2785583,"Mason County, TX, USA","administrative_area_level_2,political",high,google
"City Of Castle Hills, TX",Texas,29.5328603,-98.5225213,"Castle Hills, TX, USA","locality,political",high,google
"City Of Smithville, TX",Texas,30.0085542,-97.15943209999999,"Smithville, TX 78957, USA","locality,political",high,google
"City Of Bellville, TX",Texas,29.9502253,-96.2571858,"Bellville, TX 77418, USA","locality,political",high,google
"City Of Friona, TX",Texas,34.641734,-102.7241047,"Friona, TX 79035, USA","locality,political",high,google
"City Of Jourdanton, TX",Texas,28.9180294,-98.5464068,"Jourdanton, TX, USA","locality,political",high,google
