Account ID,Account Name,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Ryan Minter,Calls - Alicia Gopal,Calls - Emily Murnane,Calls - Ali Cohen,Calls - Ben Laddis,Calls - Sydney Ireland,Calls - Catherine Silvestri,Calls - Jenny Allison,Calls - Lucy Nemerov,Calls - Leila Assil,Calls - Joe del Rosario,Calls - Quinzel Perry,Calls - Hugh Bargeron,Calls - Andy Blakely,Calls - Blake Anderson,Calls - Mihir Shah,Calls - Maia Golub,Calls - Shane Lieberman,Calls - Granger West
001Hr000028Zca2,"City Of Giddings, TX",7,2026-01-12,,,,7,,,,,,,,,,,,,,,,
001Hr000028Zbne,"City Of Hyrum, UT",7,2025-09-29,,,,,,,,,,,,,7,,,,,,,
001Hr000028Ze4X,"Township Of Springfield, OH",7,2025-10-06,,,,7,,,,,,,,,,,,,,,,
001Hr000028Zd3s,"Town Of Whitman, MA",7,2026-06-04,,,4,,,,,,1,,2,,,,,,,,,
001Hr000028Zcbg,"City Of Wabash, IN",7,2026-06-02,,,,,,,,,,,,,3,,,4,,,,
001cv00000AuZbH,"County Of Prowers, CO",7,2026-02-03,,,,,,,,,7,,,,,,,,,,,
001cv00000AuYn3,"Town Of Basalt, CO",7,2025-09-23,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zcbx,"City Of Eden, NC",7,2026-05-29,6,,,,,1,,,,,,,,,,,,,,
001cv00000AuYRZ,"City Of Lyons, KS",7,2025-09-25,,4,,,,,,,,,,,,,3,,,,,
001Hr000028ZcqU,"Town Of Lancaster, MA",7,2025-10-01,,,,,,,,,7,,,,,,,,,,,
001Hr000028ZcdO,"City Of Parsons, KS",7,2026-01-27,,7,,,,,,,,,,,,,,,,,,
001Hr000028ZceT,"Town Of North Manchester, IN",7,2026-03-11,,,,,4,,2,,,,,,1,,,,,,,
001Hr000028ZckV,"City Of Huntingburg, IN",7,2026-02-10,,,,,,,1,,,,,,6,,,,,,,
001Hr000028ZdAO,"City Of Shelbyville, IN",7,2026-05-12,,,,,,,3,,,,,,4,,,,,,,
001Hr000028Zd3N,"Town Of Kingston, MA",7,2025-10-03,,,,,,,,,7,,,,,,,,,,,
001Hr000028Ze5L,"Township Of Franklin (Somerset County), NJ",7,2026-03-16,,6,,,,,,,,,,1,,,,,,,,
001Hr000028Zci8,"City Of Newburyport, MA",7,2025-10-14,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zc5b,"City Of Crockett, TX",7,2025-10-15,,,,4,,,,,,,,,,,3,,,,,
001Hr000028Zd6i,"City Of Warrensburg, MO",7,2026-02-02,,,,,,6,,,,,,1,,,,,,,,
001Hr000028ZdQc,"City Of Zanesville, OH",7,2026-04-14,,,,7,,,,,,,,,,,,,,,,
001Hr000028Zbtm,"City Of Sunny Isles Beach, FL",7,2026-01-28,,5,,,,,,,,,,2,,,,,,,,
001Hr000028ZcwT,"Town Of Monroe, CT",7,2026-02-12,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zdod,"County Of Cerro Gordo, IA",7,2026-03-12,,,,,,3,,,,,,4,,,,,,,,
001cv00000AuZLp,"City Of Chatsworth, GA",7,2025-10-23,,,,,,,,,,,,,7,,,,,,,
001cv00000AuYpR,"Town Of Salem, CT",7,2025-10-16,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zc7I,"City Of Kingman, AZ",7,2025-10-07,,,,,7,,,,,,,,,,,,,,,
001cv00000AuYuf,"Town Of Middlefield, CT",7,2025-10-15,,,7,,,,,,,,,,,,,,,,,
001cv00000B21rk,"Village Of Enon, OH",7,2026-03-04,,,,7,,,,,,,,,,,,,,,,
001cv00000AuXVv,"Borough Of Peapack And Gladstone, NJ",7,2025-10-22,,7,,,,,,,,,,,,,,,,,,
001cv00000AuXVU,"Township Of Quinton, NJ",7,2026-05-08,,5,,,,,2,,,,,,,,,,,,,
001Hr000028ZdgI,"County Of Marion, SC",7,2026-04-21,,,,,,,,,,,,5,,2,,,,,,
001Hr000028Zcsu,"City Of Groton, CT",7,2026-03-20,,,2,,,,,,5,,,,,,,,,,,
001cv00000AuWqs,"Town Of East Brookfield, MA",7,2025-12-01,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zc87,"City Of Blaine, WA",7,2025-11-12,,,6,,,,,,,,,1,,,,,,,,
001cv00000AuZTE,"City Of Pleasant View, TN",7,2026-05-08,,,,,,,1,,6,,,,,,,,,,,
001Hr000028ZdVN,"City Of Dothan, AL",7,2026-04-24,,,,7,,,,,,,,,,,,,,,,
001Hr000028ZboB,"City Of Safford, AZ",7,2025-10-21,,,,,7,,,,,,,,,,,,,,,
001Hr000028ZcI2,"City Of Pahokee, FL",7,2026-01-27,,3,,,,,,,,,,4,,,,,,,,
001cv00000AuaMz,"County Of Saline, KS",7,2025-11-06,,7,,,,,,,,,,,,,,,,,,
001cv00000AuZcb,"County Of Nemaha, KS",7,2026-06-02,,4,,,,,,,,,,,,,,,,3,,
001Hr000028Zcv2,"Town Of Los Gatos, CA",7,2026-06-02,,,,,5,,,2,,,,,,,,,,,,
001Hr000028ZcJH,"City Of Alma, AR",7,2026-05-07,,6,,,,,,,,,,,,1,,,,,,
001Hr000028ZciL,"City Of Kendallville, IN",7,2026-06-03,,,,,,,,,,,,,2,,,5,,,,
001Hr000028ZdYl,"City Of Bethany, OK",7,2026-02-10,,2,,,,,,,,5,,,,,,,,,,
001Hr000028Zcay,"Town Of Griswold, CT",7,2026-01-20,,,7,,,,,,,,,,,,,,,,,
001cv00000B21yz,"City Of Ligonier, IN",7,2026-02-12,,,,,,,3,,,,,,4,,,,,,,
001Hr000028ZdbC,"City of Tuscaloosa, AL",7,2026-06-04,,,,6,,,,,,,,,,,,,,1,,
001Hr000028ZdcH,"County of Yavapai, AZ",7,2025-10-21,,,,,7,,,,,,,,,,,,,,,
001Hr000028ZcNt,"Borough Of Midland Park, NJ",7,2026-01-05,,5,,,,,,,,,,,2,,,,,,,
001Hr000028ZcsQ,"City Of Sunset Hills, MO",7,2026-02-26,,,,,,6,,,,,,1,,,,,,,,
001Hr000028ZdJC,"Town Of Hamilton, NY",7,2025-11-17,,,7,,,,,,,,,,,,,,,,,
001Hr000028ZdMc,"Township Of Old Bridge, NJ",7,2025-11-06,,7,,,,,,,,,,,,,,,,,,
001Hr000028Zbw0,"City Of Murray, UT",7,2026-05-11,,,,,,,,3,4,,,,,,,,,,,
001Hr000028ZdcN,"City Of Franklin, WI",7,2026-01-14,7,,,,,,,,,,,,,,,,,,,
001Hr000028ZdD2,"City Of Desert Hot Springs, CA",7,2026-04-02,,4,,,,,,3,,,,,,,,,,,,
001Hr000028Zd0O,"City Of Crowley, LA",7,2026-03-03,,,,7,,,,,,,,,,,,,,,,
001Hr000028ZdVW,"City Of Vienna, WV",7,2026-02-18,,,,7,,,,,,,,,,,,,,,,
001Hr000028ZcSC,"Town Of Vineyard, UT",7,2025-11-12,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zd38,"Town Of Oxford, MA",7,2026-04-06,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zd6X,"Town Of Pembroke, MA",7,2025-11-26,,,,,,,,,7,,,,,,,,,,,
001Hr000028ZdBm,"City Of Loma Linda, CA",7,2026-02-19,,1,,,,,,6,,,,,,,,,,,,
001Hr000028ZcPy,"Town Of East Haddam, CT",7,2025-11-24,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zcno,"Town Of Farmington, ME",7,2025-12-11,,,,,,,,,7,,,,,,,,,,,
001Hr000028ZcBl,"City of Smithfield, UT",7,2026-02-24,,,,,,,,2,5,,,,,,,,,,,
001cv00000NoG5y,"City of Cape Coral, FL",7,2025-12-11,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zd4n,"Town Of Goffstown, NH",7,2025-11-25,,,,,,,,,7,,,,,,,,,,,
001cv00000AuYga,"City Of McCall, ID",7,2025-12-03,,,,,7,,,,,,,,,,,,,,,
001Hr000028Zd89,"City Of South Lake Tahoe, CA",7,2026-02-06,,2,,,,,,5,,,,,,,,,,,,
001Hr000028ZcgL,"Village Of Woodbury, NY",7,2026-03-20,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zd0M,"Township Of Mccandless, PA",7,2025-12-02,,,,,,,,,7,,,,,,,,,,,
001Hr000028Zcie,"Town Of Chesapeake Beach, MD",7,2026-05-13,,,,,3,,,,,3,,,,,1,,,,,
001Hr000028ZdPm,"Township Of Millcreek, PA",7,2026-03-04,,,,,7,,,,,,,,,,,,,,,
001cv00000Aua2j,"County Of Hickman, TN",7,2026-05-11,,,,,,,2,,5,,,,,,,,,,,
001Hr000028ZdcK,"Township Of Miami, OH",7,2025-12-18,,,,7,,,,,,,,,,,,,,,,
001Hr000028ZcaV,Imperial County,7,2025-12-11,,,,,7,,,,,,,,,,,,,,,
001Hr000028ZcqQ,"City Of Spanish Fort, AL",7,2026-01-13,,,,7,,,,,,,,,,,,,,,,
001cv00000AuaGY,"County Of Fayette, TN",7,2026-04-24,,,,,,,6,,1,,,,,,,,,,,
001Hr000028Zcf5,"Township Of Hainesport, NJ",7,2026-05-18,,4,,,,,3,,,,,,,,,,,,,
001cv00000AuaNa,"County Of Pearl River, MS",7,2026-04-29,,5,,,,,2,,,,,,,,,,,,,
001Hr000028Zc3x,"Township Of Unity, PA",7,2026-05-27,,,,,,,,3,4,,,,,,,,,,,
001Hr000028ZdVK,"Town Of Lincoln, RI",7,2026-05-07,,,,,,,,,1,,,,,,6,,,,,
001cv00000AuZIB,"City Of Port Allen, LA",7,2025-12-29,,,,7,,,,,,,,,,,,,,,,
001cv00000AuYSC,"City Of Knox, IN",7,2026-02-23,,,,,3,,3,,1,,,,,,,,,,,
001Hr000028ZcYS,"City Of Holdrege, NE",7,2026-01-08,,5,,,,,,,2,,,,,,,,,,,
001Hr000028Zd1M,"City Of Derby, CT",7,2026-01-12,,,7,,,,,,,,,,,,,,,,,
001Hr000028ZdKs,"Village Of Carol Stream, IL",7,2025-12-17,7,,,,,,,,,,,,,,,,,,,
001Hr000028ZdH3,"City Of Eastpointe, MI",7,2026-01-05,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zc8S,"Bastrop County, TX",7,2026-04-23,,1,6,,,,,,,,,,,,,,,,,
001Hr000028ZcIp,City of Santa Maria,7,2026-06-01,,1,,,,,,6,,,,,,,,,,,,
001Hr000028Zcpk,"Village Of Ilion, NY",7,2026-01-28,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zceh,"Town Of East Granby, CT",7,2026-01-27,,,7,,,,,,,,,,,,,,,,,
001cv00000AuWbS,"Town Of Mangonia Park, FL",7,2026-02-24,,7,,,,,,,,,,,,,,,,,,
001Hr000028ZdHa,"City Of Georgetown, KY",7,2026-05-18,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcFR,"City Of Carl Junction, MO",7,2026-01-26,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZcuB,"City Of Richmond Heights, MO",7,2026-05-26,,,,,,7,,,,,,,,,,,,,,
001Hr000028Zj4y,"County Of Greenup, KY",7,2026-01-28,,,,,,,7,,,,,,,,,,,,,
001Hr000028Zd9L,"City Of Creve Coeur, MO",7,2026-01-23,,,,,,7,,,,,,,,,,,,,,
001cv00000AuZmv,"County Of Calhoun, FL",7,2026-02-04,,7,,,,,,,,,,,,,,,,,,
001Hr000028Zd9H,"City Of Rolla, MO",7,2026-01-23,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZdMP,"Village Of North Fond Du Lac, WI",7,2026-03-19,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zbxz,"City Of Price, UT",7,2026-01-26,,,,,,,,7,,,,,,,,,,,,
001cv00000AuaOu,"County Of Chaves, NM",7,2026-01-28,,,7,,,,,,,,,,,,,,,,,
001Hr000028ZcSg,"City Of Payson, UT",7,2026-06-04,,,,,,,,2,,,,,,,5,,,,,
001Hr000028ZcPK,"City Of Riverton, UT",7,2026-01-29,,,,,,,,7,,,,,,,,,,,,
001Hr000028Zbt1,"Township Of Port Sheldon, MI",7,2026-02-02,,,,,,,7,,,,,,,,,,,,,
001cv00000AuZBX,"County Of Iron, WI",7,2026-02-05,7,,,,,,,,,,,,,,,,,,,
001Hr000028ZbpK,"City Of West Park, FL",7,2026-02-19,,7,,,,,,,,,,,,,,,,,,
001Hr000028ZdEX,"City Of Urbana, IL",7,2026-02-04,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zdsc,"City Of Newberry, FL",7,2026-02-19,,7,,,,,,,,,,,,,,,,,,
001cv00000Aua3i,"County Of Greene, NC",7,2026-02-05,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zcnl,"Town Of Secaucus, NJ",7,2026-04-07,,7,,,,,,,,,,,,,,,,,,
001Hr000028ZdOe,"City Of Jefferson City, TN",7,2026-06-01,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcMV,"City Of Burkburnett, TX",7,2026-05-18,,,,,,,,,,7,,,,,,,,,,
001cv000006qwHf,"City Of Pilot Point, TX",7,2026-02-20,,7,,,,,,,,,,,,,,,,,,
001Hr000028ZdOY,"City Of Moore, OK",7,2026-05-06,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZbvF,"Town Of Wappinger, NY",7,2026-03-04,,,6,,,1,,,,,,,,,,,,,,
001cv00000AuWXW,"City Of Memphis, TX",7,2026-02-25,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZcUi,Sonoma County,7,2026-02-12,,,,,7,,,,,,,,,,,,,,,
001Hr000028ZbuE,"City Of Richmond, IN",7,2026-06-02,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZdI6,"City Of Waltham, MA",7,2026-02-19,,,7,,,,,,,,,,,,,,,,,
001Hr000028ZdPY,"City Of Pigeon Forge, TN",7,2026-03-27,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZdRu,"Santa Fe County, NM",7,2026-02-13,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zdt9,"Cibola County, NM",7,2026-02-12,,,7,,,,,,,,,,,,,,,,,
001cv00000AuYSG,"Township Of Milan, OH",7,2026-02-12,,,,,3,,4,,,,,,,,,,,,,
001Hr000028Zcdw,"Town Of Southington, CT",7,2026-05-11,,,7,,,,,,,,,,,,,,,,,
001cv00000AuXjo,"City Of Marietta, OK",7,2026-05-05,,,,,,,,,,7,,,,,,,,,,
001Hr000028Zbwq,City of Garden Grove,7,2026-03-11,,,,,7,,,,,,,,,,,,,,,
001cv00000AuWpe,"City Of Antlers, OK",7,2026-03-03,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZdgX,"Township Of Bath, OH",7,2026-03-09,,,,7,,,,,,,,,,,,,,,,
001Hr000028Zc0R,"City Of Devils Lake, ND",7,2026-02-25,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZcMg,"Town Of Bluefield, VA",7,2026-03-20,,,,,2,,,,5,,,,,,,,,,,
001Hr000028ZcJ8,"City Of Salem, VA",7,2026-04-29,,,,,7,,,,,,,,,,,,,,,
001cv00000AuaQX,"Township Of Pike, IN",7,2026-04-07,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZdUq,"Town Of West New York, NJ",7,2026-06-01,6,1,,,,,,,,,,,,,,,,,,
001cv00000AuaOq,"County Of Hamblen, TN",7,2026-02-25,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZceL,"Township Of Eastampton, NJ",7,2026-05-29,,1,,,,,6,,,,,,,,,,,,,
001cv00000Aua5g,"County Of Daviess, IN",7,2026-03-09,,,,,,,7,,,,,,,,,,,,,
001Hr000028Zc6B,"City Of Carson, CA",7,2026-04-06,,,,,,,,7,,,,,,,,,,,,
001Hr000028ZcYF,"Village Of Port Chester, NY",7,2026-03-20,,,7,,,,,,,,,,,,,,,,,
001Hr000028Zco7,"City Of Uhrichsville, OH",7,2026-04-10,,,,7,,,,,,,,,,,,,,,,
001Hr000028ZdIE,"City Of Savannah, TN",7,2026-03-05,,,,,,,6,,1,,,,,,,,,,,
001cv00000ZBpG5,"Town of Huron, NY",7,2026-04-20,,,6,,,,,,1,,,,,,,,,,,
001Hr000028ZdBW,"Village Of South Holland, IL",7,2026-05-05,,,,,,,,,,7,,,,,,,,,,
001Hr000028Zd2g,"Village Of Beach Park, IL",7,2026-05-05,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZcYl,"City Of Salem, IL",7,2026-04-21,,,,,,,,,,7,,,,,,,,,,
001cv000006sb8n,"City Of Wilmer, TX",7,2026-04-09,,,,,,,,,,7,,,,,,,,,,
001Hr000028Zd0G,"City Of Harvey, IL",7,2026-05-29,,,,,,,,,,7,,,,,,,,,,
001cv00000AuYYv,"Town Of Pittsboro, IN",7,2026-03-20,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZdpJ,"Sangamon County, IL",7,2026-05-13,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZdIp,"City Of Washington Court House, OH",7,2026-03-30,,,,7,,,,,,,,,,,,,,,,
001Hr000028ZdBS,"City Of Fairhope, AL",7,2026-03-30,,,,7,,,,,,,,,,,,,,,,
001cv00000b35KR,"City of Thornton, CO",7,2026-03-23,,,,,,,,7,,,,,,,,,,,,
001cv00000AuYLE,"Borough Of Coplay, PA",7,2026-05-15,,,,,,,,6,1,,,,,,,,,,,
001cv00000AuYRN,"Town Of Centerville, TN",7,2026-03-10,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZdAc,"Town Of Chester, NY",7,2026-03-25,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZdCk,"City Of Granite City, IL",7,2026-05-06,,,,,,,,,,7,,,,,,,,,,
001cv00000AuZtK,"County Of Simpson, KY",7,2026-04-24,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZdAY,"Borough Of Palisades Park, NJ",7,2026-05-19,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcQA,"City Of Mount Holly, NC",7,2026-03-27,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zbz6,"City Of Niagara Falls, NY",7,2026-04-01,,,,,,7,,,,,,,,,,,,,,
001Hr000028Zcky,"Borough Of Hasbrouck Heights, NJ",7,2026-06-02,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcjC,"Municipality Of Princeton, NJ",7,2026-06-04,,,,,,,2,,,,,,,,3,,2,,,
001cv00000bBWzG,"Atlantic County, NJ",7,2026-04-21,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZbyF,"Village Of Freeport, NY",7,2026-05-18,,,,,,7,,,,,,,,,,,,,,
001cv00000AuXno,"Township Of Fraser, MI",7,2026-04-01,,,,,,,6,,1,,,,,,,,,,,
001Hr000028Zc9y,"City Of College Park, GA",7,2026-04-10,,,,,,,,,,,,,,7,,,,,,
001Hr000028ZclM,"City Of Three Rivers, MI",7,2026-06-02,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcOb,"City Of Carrollton, GA",7,2026-06-01,,,,,,,,,,,,,,7,,,,,,
001Hr000028ZdpI,"Bartow County, GA",7,2026-03-30,,,,,,,,,,,,,,7,,,,,,
001cv00000AuYlf,"Village Of Dwight, IL",7,2026-05-13,,,,,,,,,,7,,,,,,,,,,
001cv00000AuYFP,"City Of Olney, TX",7,2026-05-13,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZcPP,"City Of Brighton, MI",7,2026-05-19,,,,,,,6,1,,,,,,,,,,,,
001cv00000AuYEV,"Village Of Roslyn, NY",7,2026-04-28,,,,,,7,,,,,,,,,,,,,,
001cv00000AuYJV,"Town Of Richmond, NY",7,2026-04-06,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZbqC,"City Of Brunswick, GA",7,2026-04-13,,,,,,,,,,,,,,7,,,,,,
001Hr000028a4rS,"Town Of Chazy, NY",7,2026-05-07,,,,,,5,,,2,,,,,,,,,,,
001Hr000028ZcjX,"City Of Manistee, MI",7,2026-04-08,,,,,,,7,,,,,,,,,,,,,
001cv00000AuZAA,"City Of Clinton, IN",7,2026-05-19,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcLl,"City Of Tucker, GA",7,2026-05-13,,,,,,,,,,,,,,7,,,,,,
001Hr000028ZcA3,"City Of Hapeville, GA",7,2026-04-17,,,,,,,,,,,,,,7,,,,,,
001Hr000028Zcs6,"City Of Niles, MI",7,2026-04-09,,,,,7,,,,,,,,,,,,,,,
001cv00000AuZt0,"County Of Kent, MD",7,2026-05-15,,,,,,,,,,7,,,,,,,,,,
001cv00000AuaKW,"County Of Bingham, ID",7,2026-05-11,,,,,,,,7,,,,,,,,,,,,
001Hr000028Zbut,"City Of Chubbuck, ID",7,2026-04-08,,,,,,,,7,,,,,,,,,,,,
001cv00000AuZuP,"County Of Sawyer, WI",7,2026-04-21,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zd9o,"City Of Greenfield, WI",7,2026-04-15,7,,,,,,,,,,,,,,,,,,,
001cv00000bBWYa,Louisville-Jefferson County Metro Government,7,2026-04-29,,,,,,,7,,,,,,,,,,,,,
001cv00000AozSR,"Lamar County, GA",7,2026-05-19,,,,,,,,,,,,,,7,,,,,,
001cv00000AuWdU,"City Of Carnation, WA",7,2026-05-20,,,,,,,,7,,,,,,,,,,,,
001Hr000028ZdEq,"City Of Northampton, MA",7,2026-05-04,,,7,,,,,,,,,,,,,,,,,
001cv00000iL2Th,"City of Lincoln, NE",7,2026-06-01,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZdNq,"Township Of Penn Hills, PA",7,2026-05-12,,,,,,,1,6,,,,,,,,,,,,
001Hr000028ZdhI,"City Of Cheyenne, WY",7,2026-05-06,,,,,,,,7,,,,,,,,,,,,
001cv00000bBWTq,City of Eugene,7,2026-05-04,,,,,,,,7,,,,,,,,,,,,
001Hr000028ZdmG,"Nez Perce County, ID",7,2026-05-05,,,,,,,,7,,,,,,,,,,,,
001cv00000AuaUw,"County Of Benton, OR",7,2026-05-20,,,,,,,,7,,,,,,,,,,,,
001cv00000AuZlP,"County Of Barnes, ND",7,2026-05-22,,,,,,,,,,,,,,,,7,,,,
001cv00000AuYxJ,"City Of Egg Harbor, NJ",7,2026-05-28,,,,,,,5,,2,,,,,,,,,,,
001cv00000bBWFC,"City of Westminster, CO",7,2026-05-20,,,,,,,,7,,,,,,,,,,,,
001Hr000028ZdZ7,"Township Of West Chester, OH",7,2026-05-13,,,,,,,,,,,,,,,,,7,,,
001Hr000028Zcs9,"Town Of Pomfret, NY",7,2026-05-19,,,,,,7,,,,,,,,,,,,,,
001cv00000AuaOm,"County Of Hood, TX",7,2026-05-18,,,,,,,,,,,,,,,,7,,,,
001cv000006s8jr,"City of Stinnett, TX",7,2026-05-27,,,,,,,,,,,,,,,,7,,,,
001cv00000AuaA8,"County Of Franklin, IN",7,2026-05-27,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZbxK,City of Allen,7,2026-05-26,,,,,,,,,,,,,,,,7,,,,
001cv00000AuZxt,"County Of Wabasha, MN",7,2026-05-21,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zbpp,"City Of Sumner, WA",7,2026-05-21,,,,,,,,7,,,,,,,,,,,,
001Hr000028Zc2O,"Township Of Upper Southampton, PA",7,2026-06-04,,,,,,,,4,3,,,,,,,,,,,
001Hr000028Zcso,"Borough Of Audubon, NJ",7,2026-06-03,,,,,,,7,,,,,,,,,,,,,
001Hr000028Zc07,"City Of Reedley, CA",7,2026-05-27,,,,,,,,7,,,,,,,,,,,,
001Hr000028ZcLp,"Township Of West Goshen, PA",7,2026-06-01,,,,,,,7,,,,,,,,,,,,,
001Hr000028ZcpW,"Borough Of Madison, NJ",7,2026-06-04,,,,,,,,,,,,,,,,,7,,,
001Hr000028Zd4s,"Town Of Danvers, MA",7,2026-05-26,,,,,,,,,,,,,,,,7,,,,
001cv00000AuYrK,"Town Of Brimfield, MA",7,2026-06-03,,,,,,,,,,,,,,,,7,,,,
001Hr000028ZdX7,"Greene County, OH",7,2026-05-19,,,,,,,,,,,,,,,,,7,,,
001cv00000AuYzd,"City Of Hearne, TX",7,2026-06-02,,,,,,,,,,7,,,,,,,,,,
001Hr000028ZcIU,"Town Of Moreau, NY",7,2026-05-22,,,7,,,,,,,,,,,,,,,,,
001cv00000AuYds,"Town Of Canajoharie, NY",7,2026-05-27,,,,,,7,,,,,,,,,,,,,,
001Hr000028ZcyI,"Borough Of Lincoln Park, NJ",7,2026-06-02,,,,,,,,,,,,,,,,,7,,,
001cv00000AuWs4,"Town Of Waddington, NY",7,2026-06-04,,,,,,7,,,,,,,,,,,,,,
001cv00000B222A,"City Of Crystal City, MO",7,2026-06-02,,,,,,7,,,,,,,,,,,,,,
001cv00000AuZXi,"County Of Perry, AL",7,2026-06-01,,,,,,,,,,,,,,,,,,7,,
001cv00000AuYRL,"City Of Thomasville, AL",7,2026-06-02,,,,,,,,,,,,,,,,,,7,,
001cv00000AuZLv,"City Of Tallassee, AL",7,2026-06-04,,,,,,,,,,,,,,,,,,7,,
001Hr000028Zdar,"City Of Perth Amboy, NJ",7,2026-05-28,7,,,,,,,,,,,,,,,,,,,
001Hr000028ZdIV,"City Of New Brunswick, NJ",7,2026-06-04,7,,,,,,,,,,,,,,,,,,,
001Hr000028ZcHk,"City Of Bellflower, CA",7,2026-06-03,,,7,,,,,,,,,,,,,,,,,
001cv00000AuaGI,"County Of Isanti, MN",7,2026-06-04,7,,,,,,,,,,,,,,,,,,,
001Hr000028Zc9w,"City Of Coolidge, AZ",6,2025-10-09,,,,,,,,,,,,,5,,1,,,,,
001Hr000028Zbzr,"City Of Charleston, MO",6,2025-07-14,,,,,,,,,,,,6,,,,,,,,
001Hr000028Zddk,"City Of Rock Hill, SC",6,2026-05-06,,,,,,,,,,,,5,,1,,,,,,
001Hr000028ZciX,"Mount Olive Township, NJ",6,2026-06-03,,,,,,,,,,,,3,,,,,3,,,
001Hr000028Zbs2,"City Of Whitefish, MT",6,2026-01-12,,,,,4,,,,,,,2,,,,,,,,
001Hr000028ZdbD,"City Of Kenner, LA",6,2026-05-11,,3,,2,,,,,,,,,1,,,,,,,
001Hr000028Zd3l,"Town Of Windsor, CA",6,2026-04-17,,,,,,,,,,1,5,,,,,,,,,
001Hr000028ZcRw,"Town Of Dudley, MA",6,2025-06-26,,,,,,,,,,,6,,,,,,,,,
001Hr000028Zdct,"Charter Township Of Waterford, MI",6,2026-06-04,,,,,,,1,,,,,,5,,,,,,,
001Hr000028Zd1n,"Village Of Addison, IL",6,2025-07-16,,,,,,,,,,,,,6,,,,,,,
001Hr000028ZdoU,"Beaufort County, SC",6,2026-05-06,,,,,,,,,,,,5,,1,,,,,,
001Hr000028ZchT,"Town Of Newmarket, NH",6,2025-06-04,,,,,,,,,,,,,6,,,,,,,
001Hr000028ZdP5,"Charter Township Of West Bloomfield, MI",6,2025-07-07,,,,,,,,,,,,,6,,,,,,,
001Hr000028ZciB,"Town Of Ellettsville, IN",6,2026-03-10,,,,,,,3,,,,,,3,,,,,,,
001Hr000028Zctm,"Borough Of Cresskill, NJ",6,2025-07-16,,,,,,,,,,,,,6,,,,,,,
001Hr000028Zcan,"City Of Dos Palos, CA",6,2025-08-05,,,,,,,,,,,5,,,,1,,,,,
001Hr000028Zcrd,"City Of Millbrook, AL",6,2026-05-28,,,,1,,,,,,,4,,,,,,,1,,
001Hr000028ZdW8,"Sullivan County, NH",6,2025-07-02,,,,,,,,,,,6,,,,,,,,,
001Hr000028ZcCb,"City Of Franklin, NH",6,2026-06-04,,,,,,,,,,,,,4,,,,2,,,
001cv00000AuaJz,"County Of Coles, IL",6,2026-06-04,,,,,,2,,,,,,,4,,,,,,,
001Hr000028ZdMh,"City Of Decatur, IL",6,2026-06-01,,,,,,4,,,,,,,2,,,,,,,
001Hr000028ZchA,"Township Of Plumsted, NJ",6,2026-05-19,,,,,,,5,,,,,,1,,,,,,,
