Account ID,Account Name,Opp Status,Stage,Signal,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR
001Hr000028Zc8v,"City Of Beeville, TX",Closed Won,,Won,,Shane Lieberman,1/18/2024,1/5/2025,21000
001Hr000028ZcVY,"City Of Belen, NM",Closed Lost,,Lost,,Alicia Gopal,2/3/2026,1/12/2026,
001Hr000028Zd1i,"City Of Bell, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,10/21/2025,
001Hr000028ZbrW,"City Of Bellaire, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZbrW,"City Of Bellaire, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,10/1/2025,
001Hr000028Zc2Z,"City Of Bella Vista, AR",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,12/2/2025,
001Hr000028ZdDH,"City Of Bellbrook, OH",Closed Won,,Won,,Emily Murnane,11/10/2025,10/31/2025,15000
001Hr000028ZdJv,"City Of Bellefontaine, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zbuk,"City Of Belle Glade, FL",Closed Lost,,Lost,,Granger West,,6/5/2025,
001Hr000028Zbuk,"City Of Belle Glade, FL",Closed Won,,Won,,Jason Ginsberg,2/26/2026,2/23/2026,34000
001Hr000028ZcA8,"City Of Belle Isle, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,4/30/2026,4/22/2026,
001Hr000028ZctZ,"City Of Belleville, IL",Closed Lost,,Lost,,Quinzel Perry,10/31/2024,1/5/2025,
001cv00000AuaOi,"City Of Bellevue, NE",Closed Won,,Won,,Leila Assil,3/13/2026,3/3/2026,66500
001Hr000028Zceg,"City Of Bellingham, WA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,2/13/2026,2/2/2026,
001Hr000028ZdPC,"City Of Bellmead, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,45002
001cv00000AuYny,"City Of Bellville, TX",Closed Lost,,Lost,,Lucy Nemerov,4/8/2026,4/7/2026,
001Hr000028ZcbU,"City Of Belmont, NC",Closed Lost,,Lost,,Nick Martino,4/17/2026,4/2/2026,
001Hr000028ZdCt,"City Of Belton, MO",Closed Lost,,Lost,,Jenny Allison,11/18/2025,10/29/2025,
001Hr000028ZdC7,"City Of Belvidere, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,4/30/2026,3/26/2026,
001Hr000028ZcdX,"City Of Bemidji, MN",Closed Lost,,Lost,,Shane Lieberman,6/27/2024,1/5/2025,
001Hr000028ZcdX,"City Of Bemidji, MN",Closed Lost,,Lost,,Nick Martino,2/20/2026,2/10/2026,
001cv00000cAVWA,"City of Bennet, NE",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,3/24/2026,3/11/2026,
001Hr000028ZcRj,"City Of Bennettsville, SC",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdGX,"City Of Benton, AR",Closed Lost,,Lost,,Shane Lieberman,8/8/2024,1/5/2025,
001Hr000028ZdGX,"City Of Benton, AR",Open,Proposal,Mid Funnel,Mid Funnel,Hugh Bargeron,5/22/2026,5/21/2026,37000
001Hr000028Zcjy,"City Of Benton, IL",Closed Lost,,Lost,,Quinzel Perry,3/28/2025,3/27/2025,
001cv00000AuYMY,"City Of Benton City, WA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,5/22/2026,
001Hr000028Zd67,"City Of Berea, KY",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,8/7/2025,
001Hr000028Zcvm,"City Of Berkley, MI",Closed Lost,,Lost,,Quinzel Perry,3/17/2025,3/17/2025,
001Hr000028ZcKV,"City Of Berryville, AR",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd6k,"City Of Bessemer, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,11/26/2025,
001Hr000028ZdJz,"City Of Bettendorf, IA",Open,Meeting Booked,Top Funnel,Top of Funnel,Ben Laddis,7/14/2026,2/20/2026,
001Hr000028ZcfL,"City Of Big Bear Lake, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,2/15/2026,
001Hr000028ZdM5,"City Of Biloxi, MS",Closed Lost,,Lost,,Ryan Minter,7/28/2025,7/24/2025,
001Hr000028ZcJQ,"City Of Binghamton, NY",Open,Sales Qualified,Mid Funnel,Mid Funnel,Ben Laddis,5/13/2026,4/20/2026,
001Hr000028Zd5Z,"City Of Birmingham, MI",Closed Lost,,Lost,,Quinzel Perry,7/17/2025,6/2/2025,
001Hr000028Zd5Z,"City Of Birmingham, MI",Closed Lost,,Lost,,Ali Cohen,2/11/2026,2/9/2026,
001Hr000028ZdZy,"City Of Bismarck, ND",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcIy,"City Of Black Jack, MO",Open,Meeting Booked,Top Funnel,Top of Funnel,Ben Laddis,8/4/2026,3/27/2026,
001Hr000028Zd1j,"City Of Blackwell, OK",Closed Lost,,Lost,,Liam Shaw,9/3/2024,1/5/2025,
001Hr000028Zc87,"City Of Blaine, WA",Closed Lost,,Lost,,Alicia Gopal,2/3/2026,10/29/2025,
001cv00000AuZU2,"City Of Blakely, GA",Closed Lost,,Lost,,Quinzel Perry,10/7/2025,10/3/2025,
001Hr000028ZdSd,"City Of Blanchard, OK",Closed Lost,,Lost,,Liam Shaw,8/16/2024,1/5/2025,15000
001cv00000AuYIK,"City Of Blanding, UT",Closed Lost,,Lost,,Catherine Silvestri,2/4/2026,1/27/2026,
001Hr000028ZcoT,"City Of Bloomfield, NM",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuYy7,"City Of Bloomfield Hills, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,2/4/2026,12/11/2025,
001Hr000028ZdPH,"City Of Bloomington, IN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/20/2026,1/29/2026,
001Hr000028Zdj9,"City Of Bloomington, MN",Open,Sales Qualified,Mid Funnel,Mid Funnel,Nick Martino,2/19/2026,1/30/2026,
001Hr000028ZbtG,"City Of Bluffdale, UT",Closed Lost,,Lost,,Alicia Gopal,1/22/2026,1/14/2026,45000
001Hr000028Zcyu,"City Of Blythe, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,6/3/2026,
001Hr000028Zd3D,"City Of Blytheville, AR",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd3D,"City Of Blytheville, AR",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,12/8/2025,
001Hr000028Zd3D,"City Of Blytheville, AR",Open,Meeting Booked,Top Funnel,Top of Funnel,Hugh Bargeron,6/23/2026,6/2/2026,
001Hr000028ZcQR,"City Of Boerne, TX",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zby3,"City Of Bogalusa, LA",Closed Lost,,Lost,,Liam Shaw,7/9/2024,1/5/2025,
001Hr000028ZboQ,"City Of Boiling Spring Lakes, NC",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcBY,"City Of Booneville, MS",Closed Lost,,Lost,,Liam Shaw,7/10/2024,1/5/2025,
001Hr000028ZcBY,"City Of Booneville, MS",Closed Lost,,Lost,,Leila Assil,7/8/2025,7/2/2025,22000
001Hr000028ZcZ2,"City Of Boonville, IN",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdNT,"City Of Bossier City, LA",Open,Meeting Booked,Top Funnel,Top of Funnel,Ryan Minter,5/27/2026,5/11/2026,
001cv00000bnj3f,"City of Boulder, CO",Closed Lost,,Lost,,Catherine Silvestri,4/6/2026,3/26/2026,
001Hr000028ZcNb,"City Of Boulder, NV",Closed Lost,,Lost,,Ali Cohen,12/2/2025,11/3/2025,
001cv00000AuaWP,"City Of Bowling Green, KY",Open,Proposal,Mid Funnel,Mid Funnel,Sydney Ireland,1/20/2026,1/16/2026,18000
001Hr000028Zcdg,"City Of Bowling Green, MO",Closed Lost,,Lost,,Shane Lieberman,5/2/2024,1/5/2025,
001Hr000028Zcdg,"City Of Bowling Green, MO",Closed Lost,,Lost,,Joe del Rosario,3/24/2025,3/20/2025,
001Hr000028ZcyB,"City Of Box Elder, SD",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001cv00000AuaN9,"City Of Bozeman, MT",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,5/6/2026,
001Hr000028Zc7Y,"City Of Brady, TX",Closed Lost,,Lost,,Alicia Gopal,10/14/2025,10/10/2025,
001cv00000AuZBY,"City Of Braidwood, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,12/12/2025,
001Hr000028ZdIo,"City Of Brandon, SD",Closed Lost,,Lost,,Granger West,11/21/2024,1/5/2025,
001Hr000028ZdIo,"City Of Brandon, SD",Open,Proposal,Mid Funnel,Mid Funnel,Ben Laddis,3/31/2026,3/27/2026,25000
001cv00000AuXkC,"City Of Brazoria, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,12/12/2025,12/9/2025,
001Hr000028ZcGh,"City Of Brenham, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcGP,"City Of Brentwood, CA",Open,Demo,Mid Funnel,Mid Funnel,Catherine Silvestri,4/30/2026,4/9/2026,
001Hr000028ZcXT,"City Of Brevard, NC",Closed Won,,Won,,Granger West,1/27/2025,1/5/2025,22000
001Hr000028Zcv9,"City Of Brewer, ME",Closed Lost,,Lost,,Granger West,11/13/2024,1/5/2025,
001Hr000028ZcAK,"City Of Brewton, AL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZbyE,"City Of Bridge City, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,9/17/2025,
001Hr000028ZbvI,"City Of Brighton, CO",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,4/24/2026,4/9/2026,
001Hr000028ZdFc,"City Of Brookfield, WI",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZdFc,"City Of Brookfield, WI",Closed Lost,,Lost,,Liam Shaw,3/12/2024,1/5/2025,49000
001Hr000028ZdfM,"City Of Brookhaven, GA",Open,Initial Interest,Top Funnel,Top of Funnel,Jason Ginsberg,3/26/2026,3/24/2026,
001Hr000028Zdd4,"City Of Brooklyn Park, MN",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,2/18/2026,
001Hr000028ZdPq,"City Of Brook Park, OH",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdPq,"City Of Brook Park, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,4/23/2026,4/16/2026,
001Hr000028Zbwh,"City Of Brooksville, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,4/23/2026,
001Hr000028Zdes,"City of Broomfield, CO",Closed Lost,,Lost,,Leila Assil,1/22/2025,1/5/2025,
001Hr000028ZdUY,"City Of Brownsville, TN",Closed Lost,,Lost,,Liam Shaw,4/16/2024,1/5/2025,9000
001Hr000028ZdUY,"City Of Brownsville, TN",Closed Lost,,Lost,,Sydney Ireland,2/5/2026,2/3/2026,
001Hr000028Zc3i,"City Of Brownwood, TX",Closed Lost,,Lost,,Leila Assil,,5/27/2025,
001Hr000028ZcKK,"City Of Bucyrus, OH",Closed Lost,,Lost,,Joe del Rosario,9/17/2024,1/5/2025,
001cv00000AuZok,"City of Buda, TX",Closed Lost,,Lost,,Shane Lieberman,7/10/2024,1/5/2025,
001Hr000028ZcfG,"City Of Buellton, CA",Open,Proposal,Mid Funnel,Mid Funnel,Andy Blakely,8/20/2025,8/16/2025,20000
001Hr000028ZcKi,"City Of Buena Park, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,4/6/2026,3/23/2026,
001Hr000028ZbpY,"City Of Buena Vista, VA",Open,Proposal,Mid Funnel,Mid Funnel,Ali Cohen,3/16/2026,3/12/2026,20000
001cv00000B221D,"City Of Buhl, ID",Open,Demo,Mid Funnel,Mid Funnel,Ali Cohen,12/11/2025,12/9/2025,
001Hr000028ZcAl,"City Of Bullhead City, AZ",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcAl,"City Of Bullhead City, AZ",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,3/25/2026,1/12/2026,
001cv00000AuYLZ,"City Of Bunnell, FL",Open,Proposal,Mid Funnel,Mid Funnel,Granger West,6/18/2025,6/5/2025,26000
001Hr000028ZcMV,"City Of Burkburnett, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Jason Ginsberg,4/24/2026,4/15/2026,
001Hr000028Zd4r,"City Of Burlington, IA",Closed Lost,,Lost,,Quinzel Perry,6/12/2025,6/2/2025,
001Hr000028Zcb4,"City Of Burlington, NC",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuYp5,"City Of Butler, MO",Closed Lost,,Lost,,Ryan Minter,9/16/2025,9/16/2025,
001Hr000028Zd25,"City Of Byram, MS",Closed Lost,,Lost,,Liam Shaw,7/18/2024,1/5/2025,
001Hr000028Zd25,"City Of Byram, MS",Closed Lost,,Lost,,Leila Assil,,2/4/2025,
001Hr000028Zd25,"City Of Byram, MS",Closed Lost,,Lost,,Ryan Minter,1/20/2026,12/8/2025,
001cv000006fSjK,"City Of Byron, IL",Closed Lost,,Lost,,Quinzel Perry,2/20/2025,2/12/2025,
001Hr000028Zcgi,"City Of Byron, MN",Closed Lost,,Lost,,Nick Martino,7/3/2025,6/30/2025,21000
001cv00000AuYGM,"City Of Cactus, TX",Closed Won,,Won,,Lucy Nemerov,3/3/2026,2/27/2026,6500
001Hr000028Zcwb,"City Of Cadillac, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd0U,"City Of Calera, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,7/18/2025,7/7/2025,
001cv00000Plm9I,"City of Cambridge, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,12/4/2025,
001Hr000028ZdUx,"City Of Cambridge, OH",Closed Lost,,Lost,,Emily Murnane,10/16/2025,10/9/2025,
001Hr000028ZcV0,"City Of Camden, AR",Closed Lost,,Lost,,Shane Lieberman,6/20/2024,1/5/2025,14000
001Hr000028ZcRU,"City Of Camden, SC",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc40,"City Of Camilla, GA",Closed Lost,,Lost,,Quinzel Perry,8/27/2024,1/5/2025,
001Hr000028ZdLM,"City Of Campbell, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,10/10/2025,
001Hr000028Zcxf,"City Of Campbellsville, KY",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,3/16/2026,1/5/2025,
001Hr000028ZcvG,"City Of Canfield, OH",Closed Lost,,Lost,,Leila Assil,7/17/2025,7/10/2025,
001Hr000028ZcRx,"City Of Canton, GA",Open,Initial Interest,Top Funnel,Top of Funnel,Shane Lieberman,1/9/2024,1/5/2025,
001Hr000028Zcgb,"City Of Canton, IL",Closed Lost,,Lost,,Quinzel Perry,3/26/2025,1/5/2025,
001Hr000028Zcwe,"City Of Canton, MS",Closed Lost,,Lost,,Liam Shaw,7/26/2024,1/5/2025,
001Hr000028Zcwe,"City Of Canton, MS",Closed Lost,,Lost,,Nick Martino,12/22/2025,11/26/2025,
001cv00000AuYvI,"City Of Canton, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,11/19/2025,
001Hr000028ZcKA,"City Of Canyon, TX",Closed Lost,,Lost,,Granger West,5/9/2025,4/16/2025,
001Hr000028ZcKA,"City Of Canyon, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,2/12/2026,
001cv00000NoG5y,"City of Cape Coral, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Jenny Allison,,11/6/2025,
001Hr000028ZdBV,"City Of Cape Girardeau, MO",Closed Lost,,Lost,,Shane Lieberman,3/29/2024,1/5/2025,
001Hr000028ZcwR,"City Of Capitola, CA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv000006fSjL,"City Of Carlin, NV",Closed Won,,Won,,Ali Cohen,11/17/2025,11/4/2025,16000
001Hr000028Zbw7,City of Carlsbad,Closed Lost,,Lost,,Ali Cohen,3/11/2026,2/17/2026,
001Hr000028ZdB3,"City Of Carlsbad, NM",Closed Lost,,Lost,,Granger West,10/2/2024,1/5/2025,
001Hr000028ZdB3,"City Of Carlsbad, NM",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,11/26/2025,11/12/2025,
001Hr000028ZdaS,"City of Carmel, IN",Closed Lost,,Lost,,Nick Martino,3/5/2026,11/26/2025,200000
001cv00000AuYO6,"City Of Carmel By The Sea, CA",Open,Proposal,Mid Funnel,Mid Funnel,Andy Blakely,6/27/2025,6/17/2025,46000
001Hr000028ZcuH,"City Of Carpinteria, CA",Closed Won,,Won,,Leila Assil,12/19/2024,1/5/2025,27000
001Hr000028ZcgY,"City Of Caruthersville, MO",Closed Lost,,Lost,,Liam Shaw,10/16/2024,1/5/2025,
001Hr000028ZdeO,"City Of Casa Grande, AZ",Closed Won,,Won,,Ali Cohen,10/10/2025,10/7/2025,127500
001cv00000AuYkZ,"City Of Castle Hills, TX",Open,Demo,Mid Funnel,Mid Funnel,Ryan Minter,4/2/2026,12/5/2025,
001Hr000028Zbo9,"City Of Cathedral, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,4/3/2026,
001Hr000028ZbWl,"City Of Cayce, SC",Open,Proposal,Mid Funnel,Mid Funnel,Joe del Rosario,7/16/2025,7/15/2025,35000
001Hr000028Zc02,"City Of Cedar City, UT",Open,Proposal,Mid Funnel,Mid Funnel,Catherine Silvestri,2/26/2026,2/17/2026,47500
001Hr000028ZdIs,"City Of Cedar Falls, IA",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,4/16/2026,
001Hr000028Zbns,"City Of Cedar Hill, TX",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdYz,"City Of Celina, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZdYz,"City Of Celina, TX",Closed Lost,,Lost,,Leila Assil,,2/19/2025,
001Hr000028ZctC,"City Of Center Point, AL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd0e,"City Of Centerton, AR",Closed Lost,,Lost,,Shane Lieberman,5/29/2024,1/5/2025,
001Hr000028Zdbe,"City Of Centerville, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/6/2026,2/6/2026,
001Hr000028ZcSb,"City Of Centerville, UT",Closed Won,,Won,,Quinzel Perry,1/6/2025,1/5/2025,25000
001Hr000028ZdYg,"City Of Central Falls, RI",Closed Lost,,Lost,,Lucy Nemerov,5/6/2026,4/29/2026,
001Hr000028ZcDg,"City Of Chamblee, GA",Open,Initial Interest,Top Funnel,Top of Funnel,Jenny Allison,1/12/2026,11/19/2025,
001Hr000028ZcfX,"City Of Champlin, MN",Closed Lost,,Lost,,Shane Lieberman,6/10/2024,1/5/2025,
001Hr000028ZdMU,"City Of Chardon, OH",Closed Lost,,Lost,,Emily Murnane,10/1/2025,9/29/2025,20000
001Hr000028Zbzr,"City Of Charleston, MO",Closed Lost,,Lost,,Shane Lieberman,7/1/2024,1/5/2025,
001Hr000028Zbnr,"City Of Charlestown, IN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/10/2026,2/2/2026,
001Hr000028ZcDY,"City Of Charlotte, MI",Closed Lost,,Lost,,Quinzel Perry,1/22/2025,1/17/2025,
001Hr000028ZcDY,"City Of Charlotte, MI",Open,Meeting Booked,Top Funnel,Top of Funnel,Ali Cohen,6/11/2026,1/12/2026,
001cv00000c9a8B,"City of Charlotte, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,3/16/2026,3/11/2026,
001Hr000028Zbt0,"City Of Charlottesville, VA",Open,Demo,Mid Funnel,Mid Funnel,Ali Cohen,5/8/2026,2/12/2026,
001Hr000028ZcRh,"City Of Chaska, MN",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000bBWU2,"City of Chattanooga, TN",Closed Lost,,Lost,,Sydney Ireland,4/23/2026,4/13/2026,
001Hr000028ZdEm,"City Of Chelsea, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,1/28/2026,
001cv00000AuZMs,"City Of Cherokee Village, AR",Closed Lost,,Lost,,Ryan Minter,2/10/2026,1/28/2026,
001Hr000028Zc0i,"City Of Cherry Hills Village, CO",Closed Lost,,Lost,,Leila Assil,9/30/2024,1/5/2025,25000
001Hr000028Zbrm,"City Of Chester, SC",Closed Lost,,Lost,,Hugh Bargeron,5/22/2026,5/12/2026,
001Hr000028ZdhI,"City Of Cheyenne, WY",Closed Lost,,Lost,,Catherine Silvestri,5/8/2026,4/24/2026,
001Hr000028ZcDN,"City of Chico, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,3/27/2026,11/6/2025,
001Hr000028ZdWG,"City of Chicopee, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,1/27/2026,1/22/2026,
001Hr000028ZcYe,"City Of Childress, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,11/21/2024,1/5/2025,
001Hr000028ZcXK,"City Of Chillicothe, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,4/8/2025,
001Hr000028ZcDQ,"City Of Chino Hills, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,5/11/2026,4/16/2026,
001Hr000028Zcem,"City Of Chisago City, MN",Closed Lost,,Lost,,Shane Lieberman,7/15/2024,1/5/2025,
001Hr000028ZdTv,"City Of Choctaw, OK",Closed Lost,,Lost,,Liam Shaw,8/8/2024,1/5/2025,
001Hr000028Zd0a,"City Of Chowchilla, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,10/20/2025,
001Hr000028Zbut,"City Of Chubbuck, ID",Open,Proposal,Mid Funnel,Mid Funnel,Catherine Silvestri,4/9/2026,4/8/2026,29000
001cv00000AuYhE,"City Of Cisco, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,1/16/2026,12/8/2025,
001Hr000028ZdFe,"City Of Claremont, CA",Closed Lost,,Lost,,Catherine Silvestri,2/27/2026,2/17/2026,
001Hr000028ZdFe,"City Of Claremont, CA",Open,Meeting Booked,Top Funnel,Top of Funnel,Catherine Silvestri,5/27/2026,5/18/2026,
001Hr000028ZdZs,"City Of Claremore, OK",Closed Lost,,Lost,,Liam Shaw,8/27/2024,1/5/2025,43000
001Hr000028ZdZs,"City Of Claremore, OK",Closed Lost,,Lost,,Ryan Minter,8/11/2025,8/11/2025,
001Hr000028ZdQi,"City Of Clarksburg, WV",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,6/24/2025,
001Hr000028ZdQi,"City Of Clarksburg, WV",Open,Proposal,Mid Funnel,Mid Funnel,Jason Ginsberg,5/22/2026,5/20/2026,25000
001Hr000028Zc8m,"City Of Clarkston, GA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcFI,"City Of Clarkston, WA",Closed Lost,,Lost,,Shane Lieberman,6/20/2024,1/5/2025,9000
001Hr000028ZcFI,"City Of Clarkston, WA",Closed Lost,,Lost,,Troy LeCaire,6/9/2025,6/5/2025,5500
001cv00000bBWTv,"City of Clarksville, TN",Open,Demo,Mid Funnel,Mid Funnel,Sydney Ireland,4/22/2026,4/21/2026,
001Hr000028ZcRK,"City Of Clearfield, UT",Closed Lost,,Lost,,Catherine Silvestri,4/27/2026,4/27/2026,
001Hr000028Zcyq,"City Of Clearlake, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,5/20/2026,
001Hr000028Zbsi,"City Of Clermont, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZccB,"City Of Cleveland, MS",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,4/20/2026,4/13/2026,
001Hr000028ZcWx,"City Of Clewiston, FL",Closed Won,,Won,,Joe del Rosario,,3/7/2025,24000
001Hr000028ZckJ,"City Of Clinton, IA",Closed Lost,,Lost,,Granger West,9/5/2024,1/5/2025,
001cv00000AuZCt,"City Of Clinton, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,10/21/2025,
001cv00000AuZAA,"City Of Clinton, IN",Open,Sales Qualified,Mid Funnel,Mid Funnel,Sydney Ireland,4/7/2026,4/6/2026,
001Hr000028Zd3z,"City Of Clinton, MS",Closed Lost,,Lost,,Liam Shaw,7/12/2024,1/5/2025,
001Hr000028Zd3z,"City Of Clinton, MS",Open,Proposal,Mid Funnel,Mid Funnel,Ryan Minter,8/8/2025,8/6/2025,28000
001Hr000028ZcX2,"City Of Clinton, SC",Closed Lost,,Lost,,Joe del Rosario,5/28/2025,5/20/2025,
001Hr000028ZdQa,"City Of Clinton, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,7/21/2025,
001Hr000028Zc5V,City of Clovis,Closed Lost,,Lost,,Catherine Silvestri,4/22/2026,3/25/2026,
001Hr000028ZdE2,"City Of Clovis, NM",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdE2,"City Of Clovis, NM",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,2/17/2026,1/28/2026,
001Hr000028Zc2C,"City Of Clute, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zc2C,"City Of Clute, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,2/20/2025,
001Hr000028Zd1d,"City Of Clyde, OH",Closed Won,,Won,,Emily Murnane,1/22/2026,10/31/2025,18000
001Hr000028ZcpS,"City Of Coalinga, CA",Open,Sales Qualified,Mid Funnel,Mid Funnel,Ali Cohen,5/5/2026,4/29/2026,
001Hr000028ZdPh,"City of Coeur d'Alene, ID",Open,Demo,Mid Funnel,Mid Funnel,Catherine Silvestri,5/11/2026,4/6/2026,
001Hr000028ZcSh,"City Of Coffeyville, KS",Closed Won,,Won,,Liam Shaw,10/28/2024,1/5/2025,18000
001Hr000028Zc3n,"City Of Cohoes, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcBP,"City Of Cold Spring, KY",Closed Won,,Won,,Asher Rosenfeld,5/29/2024,1/5/2025,14000
001Hr000028Zc9y,"City Of College Park, GA",Closed Lost,,Lost,,Liam Shaw,5/21/2024,1/5/2025,
001Hr000028ZdOw,"City Of Collinsville, OK",Closed Won,,Won,,Asher Rosenfeld,7/30/2024,1/5/2025,15000
001Hr000028Zcaq,"City Of Colonial Heights, VA",Open,Proposal,Mid Funnel,Mid Funnel,Ali Cohen,,4/21/2026,61000
001Hr000028ZcN6,"City Of Colton, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,6/27/2025,6/18/2025,
001Hr000028Zcef,"City Of Columbus, MS",Closed Lost,,Lost,,Liam Shaw,7/11/2024,1/5/2025,
